type,year,spend
Newspapers,2018.0454545454545,13928838957.762707
Newspapers,2018.090909090909,13921998899.083729
Newspapers,2018.1363636363637,13910849766.151384
Newspapers,2018.1818181818182,13892808547.636164
Newspapers,2018.2272727272727,13863955326.615454
Newspapers,2018.2727272727273,13818665505.04416
Newspapers,2018.3181818181818,13749621665.51097
Newspapers,2018.3636363636363,13648914383.128855
Newspapers,2018.409090909091,13511103209.899734
Newspapers,2018.4545454545455,13338115468.671434
Newspapers,2018.5,13143050000.0
Newspapers,2018.5454545454545,12947984531.328566
Newspapers,2018.590909090909,12774996790.100266
Newspapers,2018.6363636363637,12637185616.871145
Newspapers,2018.6818181818182,12536478334.48903
Newspapers,2018.7272727272727,12467434494.95584
Newspapers,2018.7727272727273,12422144673.384546
Newspapers,2018.8181818181818,12393291452.363836
Newspapers,2018.8636363636363,12375250233.848616
Newspapers,2018.909090909091,12364101100.916271
Newspapers,2018.9545454545455,12357261042.237293
Newspapers,2019.0,12346600000.0
Newspapers,2019.0454545454545,12319230255.43023
Newspapers,2019.090909090909,12301669996.806452
Newspapers,2019.1363636363637,12273047192.981022
Newspapers,2019.1818181818182,12226730563.565403
Newspapers,2019.2272727272727,12152656634.22766
Newspapers,2019.2727272727273,12036385558.621126
Newspapers,2019.3181818181818,11859131570.682753
Newspapers,2019.3636363636363,11600589062.946287
Newspapers,2019.409090909091,11246790951.449543
Newspapers,2019.4545454545455,10802685189.016865
Newspapers,2019.5,10301900000.0
Newspapers,2019.5454545454545,9801114810.983137
Newspapers,2019.590909090909,9357009048.550459
Newspapers,2019.6363636363637,9003210937.053715
Newspapers,2019.6818181818182,8744668429.31725
Newspapers,2019.7272727272727,8567414441.378874
Newspapers,2019.7727272727273,8451143365.772342
Newspapers,2019.8181818181818,8377069436.434597
Newspapers,2019.8636363636363,8330752807.018978
Newspapers,2019.909090909091,8302130003.193548
Newspapers,2019.9545454545455,8284569744.569771
Newspapers,2020.0,8257200000.000001
Newspapers,2020.0454545454545,8245259953.9510765
Newspapers,2020.090909090909,8237599294.347023
Newspapers,2020.1363636363637,8225112601.427629
Newspapers,2020.1818181818182,8204906980.3395815
Newspapers,2020.2272727272727,8172592242.251222
Newspapers,2020.2727272727273,8121869006.842102
Newspapers,2020.3181818181818,8044541987.112543
Newspapers,2020.3636363636363,7931752865.529461
Newspapers,2020.409090909091,7777408504.275929
Newspapers,2020.4545454545455,7583667446.864109
Newspapers,2020.5,7365200000.0
Newspapers,2020.5454545454545,7146732553.135892
Newspapers,2020.590909090909,6952991495.7240715
Newspapers,2020.6363636363637,6798647134.47054
Newspapers,2020.6818181818182,6685858012.887458
Newspapers,2020.7272727272727,6608530993.157898
Newspapers,2020.7727272727273,6557807757.748779
Newspapers,2020.8181818181818,6525493019.660419
Newspapers,2020.8636363636363,6505287398.5723715
Newspapers,2020.909090909091,6492800705.652978
Newspapers,2020.9545454545455,6485140046.0489235
Newspapers,2021.0,6473200000.0
Newspapers,2021.0454545454545,6467033207.158364
Newspapers,2021.090909090909,6463076631.060171
Newspapers,2021.1363636363637,6456627506.140929
Newspapers,2021.1818181818182,6446191710.5857
Newspapers,2021.2272727272727,6429501800.45419
Newspapers,2021.2727272727273,6403304272.928426
Newspapers,2021.3181818181818,6363366427.648821
Newspapers,2021.3636363636363,6305113122.364823
Newspapers,2021.409090909091,6225397374.349687
Newspapers,2021.4545454545455,6125334027.769389
Newspapers,2021.5,6012500000.0
Newspapers,2021.5454545454545,5899665972.230611
Newspapers,2021.590909090909,5799602625.650313
Newspapers,2021.6363636363637,5719886877.635177
Newspapers,2021.6818181818182,5661633572.351179
Newspapers,2021.7272727272727,5621695727.071573
Newspapers,2021.7727272727273,5595498199.54581
Newspapers,2021.8181818181818,5578808289.4143
Newspapers,2021.8636363636363,5568372493.859071
Newspapers,2021.909090909091,5561923368.939829
Newspapers,2021.9545454545455,5557966792.841636
Newspapers,2022.0,5551800000.0
Newspapers,2022.0454545454545,5545224273.96689
Newspapers,2022.090909090909,5541005328.865442
Newspapers,2022.1363636363637,5534128548.712245
Newspapers,2022.1818181818182,5523000733.286793
Newspapers,2022.2272727272727,5505204079.603041
Newspapers,2022.2727272727273,5477269338.129128
Newspapers,2022.3181818181818,5434683129.11327
Newspapers,2022.3636363636363,5372566922.860255
Newspapers,2022.409090909091,5287565053.50398
Newspapers,2022.4545454545455,5180866292.905822
Newspapers,2022.5,5060550000.0
Newspapers,2022.5454545454545,4940233707.094178
Newspapers,2022.590909090909,4833534946.49602
Newspapers,2022.6363636363637,4748533077.139745
Newspapers,2022.6818181818182,4686416870.88673
Newspapers,2022.7272727272727,4643830661.870872
Newspapers,2022.7727272727273,4615895920.396959
Newspapers,2022.8181818181818,4598099266.713207
Newspapers,2022.8636363636363,4586971451.287755
Newspapers,2022.909090909091,4580094671.134558
Newspapers,2022.9545454545455,4575875726.03311
Newspapers,2023.0,4569300000.0
Newspapers,2023.0454545454545,4562296600.792829
Newspapers,2023.090909090909,4557803263.231347
Newspapers,2023.1363636363637,4550479229.895667
Newspapers,2023.1818181818182,4538627681.74178
Newspapers,2023.2272727272727,4519673566.306994
Newspapers,2023.2727272727273,4489922000.425771
Newspapers,2023.3181818181818,4444566062.396056
Newspapers,2023.3636363636363,4378409931.889029
Newspapers,2023.409090909091,4287879696.678437
Newspapers,2023.4545454545455,4174241444.1696205
Newspapers,2023.5,4046100000.0
Newspapers,2023.5454545454545,3917958555.8303795
Newspapers,2023.590909090909,3804320303.321563
Newspapers,2023.6363636363637,3713790068.1109715
Newspapers,2023.6818181818182,3647633937.603944
Newspapers,2023.7272727272727,3602277999.5742292
Newspapers,2023.7727272727273,3572526433.6930056
Newspapers,2023.8181818181818,3553572318.2582192
Newspapers,2023.8636363636363,3541720770.1043324
Newspapers,2023.909090909091,3534396736.768653
Newspapers,2023.9545454545455,3529903399.2071714
Newspapers,2024.0,3522900000.0
Other,2012.0454545454545,28898326658.7208
Other,2012.090909090909,28895264112.51586
Other,2012.1363636363637,28890272235.055035
Other,2012.1818181818182,28882194517.028133
Other,2012.2272727272727,28869275867.24976
Other,2012.2727272727273,28848997946.00885
Other,2012.3181818181818,28818084476.013824
Other,2012.3636363636363,28772994116.421307
Other,2012.409090909091,28711290978.27892
Other,2012.4545454545455,28633837995.013165
Other,2012.5,28546500000.0
Other,2012.5454545454545,28459162004.986835
Other,2012.590909090909,28381709021.72108
Other,2012.6363636363637,28320005883.578693
Other,2012.6818181818182,28274915523.986176
Other,2012.7272727272727,28244002053.99115
Other,2012.7727272727273,28223724132.75024
Other,2012.8181818181818,28210805482.971867
Other,2012.8636363636363,28202727764.944965
Other,2012.909090909091,28197735887.48414
Other,2012.9545454545455,28194673341.2792
Other,2013.0,28189900000.0
Other,2013.0454545454545,28194253699.52625
Other,2013.090909090909,28197047006.181202
Other,2013.1363636363637,28201600029.58034
Other,2013.1818181818182,28208967606.103756
Other,2013.2272727272727,28220750530.502007
Other,2013.2727272727273,28239245746.10382
Other,2013.3181818181818,28267441500.775387
Other,2013.3636363636363,28308567803.236034
Other,2013.409090909091,28364846394.60118
Other,2013.4545454545455,28435490205.053192
Other,2013.5,28515150000.0
Other,2013.5454545454545,28594809794.946808
Other,2013.590909090909,28665453605.39882
Other,2013.6363636363637,28721732196.763966
Other,2013.6818181818182,28762858499.224613
Other,2013.7272727272727,28791054253.89618
Other,2013.7727272727273,28809549469.497993
Other,2013.8181818181818,28821332393.896244
Other,2013.8636363636363,28828699970.41966
Other,2013.909090909091,28833252993.818798
Other,2013.9545454545455,28836046300.47375
Other,2014.0,28840400000.0
Other,2014.0454545454545,28842013646.357845
Other,2014.090909090909,28843048951.868237
Other,2014.1363636363637,28844736475.22186
Other,2014.1818181818182,28847467178.834152
Other,2014.2272727272727,28851834378.023113
Other,2014.2727272727273,28858689407.20312
Other,2014.3181818181818,28869139824.49953
Other,2014.3636363636363,28884382793.78971
Other,2014.409090909091,28905241776.692307
Other,2014.4545454545455,28931425055.247234
Other,2014.5,28960950000.0
Other,2014.5454545454545,28990474944.752766
Other,2014.590909090909,29016658223.307693
Other,2014.6363636363637,29037517206.21029
Other,2014.6818181818182,29052760175.50047
Other,2014.7272727272727,29063210592.79688
Other,2014.7727272727273,29070065621.97689
Other,2014.8181818181818,29074432821.165848
Other,2014.8636363636363,29077163524.77814
Other,2014.909090909091,29078851048.131763
Other,2014.9545454545455,29079886353.642155
Other,2015.0,29081500000.0
Other,2015.0454545454545,29073874834.941963
Other,2015.090909090909,29068982576.260963
Other,2015.1363636363637,29061008310.99019
Other,2015.1818181818182,29048104575.50498
Other,2015.2272727272727,29027467702.688797
Other,2015.2727272727273,28995074775.501797
Other,2015.3181818181818,28945692110.9402
Other,2015.3636363636363,28873662600.727417
Other,2015.409090909091,28775095038.633163
Other,2015.4545454545455,28651367916.038273
Other,2015.5,28511850000.0
Other,2015.5454545454545,28372332083.961727
Other,2015.590909090909,28248604961.366837
Other,2015.6363636363637,28150037399.272583
Other,2015.6818181818182,28078007889.0598
Other,2015.7272727272727,28028625224.498203
Other,2015.7727272727273,27996232297.311203
Other,2015.8181818181818,27975595424.49502
Other,2015.8636363636363,27962691689.00981
Other,2015.909090909091,27954717423.739037
Other,2015.9545454545455,27949825165.058037
Other,2016.0,27942200000.0
Other,2016.0454545454545,27937280085.285557
Other,2016.090909090909,27934123498.47225
Other,2016.1363636363637,27928978337.056866
Other,2016.1818181818182,27920652579.17468
Other,2016.2272727272727,27907337240.62717
Other,2016.2727272727273,27886436651.866383
Other,2016.3181818181818,27854573932.02154
Other,2016.3636363636363,27808098997.449947
Other,2016.409090909091,27744501161.150917
Other,2016.4545454545455,27664669854.36648
Other,2016.5,27574650000.0
Other,2016.5454545454545,27484630145.63352
Other,2016.590909090909,27404798838.849083
Other,2016.6363636363637,27341201002.550053
Other,2016.6818181818182,27294726067.97846
Other,2016.7272727272727,27262863348.133617
Other,2016.7727272727273,27241962759.37283
Other,2016.8181818181818,27228647420.82532
Other,2016.8636363636363,27220321662.943134
Other,2016.909090909091,27215176501.52775
Other,2016.9545454545455,27212019914.714443
Other,2017.0,27207100000.0
Other,2017.0454545454545,27202483940.71752
Other,2017.090909090909,27199522305.66768
Other,2017.1363636363637,27194694910.989147
Other,2017.1818181818182,27186883354.45079
Other,2017.2272727272727,27174390375.269432
Other,2017.2727272727273,27154780613.23935
Other,2017.3181818181818,27124885744.681347
Other,2017.3636363636363,27081281116.230755
Other,2017.409090909091,27021611101.681114
Other,2017.4545454545455,26946710200.72992
Other,2017.5,26862250000.0
Other,2017.5454545454545,26777789799.27008
Other,2017.590909090909,26702888898.318886
Other,2017.6363636363637,26643218883.769245
Other,2017.6818181818182,26599614255.318653
Other,2017.7272727272727,26569719386.76065
Other,2017.7727272727273,26550109624.730568
Other,2017.8181818181818,26537616645.54921
Other,2017.8636363636363,26529805089.010853
Other,2017.909090909091,26524977694.33232
Other,2017.9545454545455,26522016059.28248
Other,2018.0,26517400000.0
Other,2018.0454545454545,26516376663.093678
Other,2018.090909090909,26515720096.471783
Other,2018.1363636363637,26514649908.496796
Other,2018.1818181818182,26512918159.918118
Other,2018.2272727272727,26510148583.99115
Other,2018.2727272727273,26505801284.274754
Other,2018.3181818181818,26499173873.222816
Other,2018.3636363636363,26489507137.410007
Other,2018.409090909091,26476278856.672527
Other,2018.4545454545455,26459674031.740765
Other,2018.5,26440950000.0
Other,2018.5454545454545,26422225968.259235
Other,2018.590909090909,26405621143.327473
Other,2018.6363636363637,26392392862.589993
Other,2018.6818181818182,26382726126.777184
Other,2018.7272727272727,26376098715.725246
Other,2018.7727272727273,26371751416.00885
Other,2018.8181818181818,26368981840.081882
Other,2018.8636363636363,26367250091.503204
Other,2018.909090909091,26366179903.528217
Other,2018.9545454545455,26365523336.906322
Other,2019.0,26364500000.0
Other,2019.0454545454545,26330804842.021687
Other,2019.090909090909,26309186237.32628
Other,2019.1363636363637,26273948425.94585
Other,2019.1818181818182,26216927574.282295
Other,2019.2272727272727,26125734441.48754
Other,2019.2727272727273,25982591992.68305
Other,2019.3181818181818,25764372889.07965
Other,2019.3636363636363,25446078700.3969
Other,2019.409090909091,25010514414.11276
Other,2019.4545454545455,24463771502.935738
Other,2019.5,23847250000.0
Other,2019.5454545454545,23230728497.064262
Other,2019.590909090909,22683985585.88724
Other,2019.6363636363637,22248421299.6031
Other,2019.6818181818182,21930127110.92035
Other,2019.7272727272727,21711908007.316948
Other,2019.7727272727273,21568765558.51246
Other,2019.8181818181818,21477572425.717705
Other,2019.8636363636363,21420551574.05415
Other,2019.909090909091,21385313762.67372
Other,2019.9545454545455,21363695157.97831
Other,2020.0,21330000000.0
Other,2020.0454545454545,21328008207.564934
Other,2020.090909090909,21326730285.873135
Other,2020.1363636363637,21324647303.915283
Other,2020.1818181818182,21321276680.128395
Other,2020.2272727272727,21315886060.142357
Other,2020.2727272727273,21307424605.62568
Other,2020.3181818181818,21294525210.40622
Other,2020.3636363636363,21275710164.115227
Other,2020.409090909091,21249963033.00029
Other,2020.4545454545455,21217643896.96567
Other,2020.5,21181200000.0
Other,2020.5454545454545,21144756103.03433
Other,2020.590909090909,21112436966.99971
Other,2020.6363636363637,21086689835.884773
Other,2020.6818181818182,21067874789.59378
Other,2020.7272727272727,21054975394.37432
Other,2020.7727272727273,21046513939.857643
Other,2020.8181818181818,21041123319.871605
Other,2020.8636363636363,21037752696.084717
Other,2020.909090909091,21035669714.126865
Other,2020.9545454545455,21034391792.435066
Other,2021.0,21032400000.0
Other,2021.0454545454545,21029828606.67489
Other,2021.090909090909,21028178816.641327
Other,2021.1363636363637,21025489698.132565
Other,2021.1818181818182,21021138240.945328
Other,2021.2272727272727,21014178979.525177
Other,2021.2727272727273,21003255287.23584
Other,2021.3181818181818,20986602237.359104
Other,2021.3636363636363,20962312113.753597
Other,2021.409090909091,20929072705.90965
Other,2021.4545454545455,20887348875.047752
Other,2021.5,20840300000.0
Other,2021.5454545454545,20793251124.952248
Other,2021.590909090909,20751527294.09035
Other,2021.6363636363637,20718287886.246403
Other,2021.6818181818182,20693997762.640896
Other,2021.7272727272727,20677344712.76416
Other,2021.7727272727273,20666421020.474823
Other,2021.8181818181818,20659461759.054672
Other,2021.8636363636363,20655110301.867435
Other,2021.909090909091,20652421183.358673
Other,2021.9545454545455,20650771393.32511
Other,2022.0,20648200000.0
Other,2022.0454545454545,20645347506.93607
Other,2022.090909090909,20643517365.050842
Other,2022.1363636363637,20640534277.314156
Other,2022.1818181818182,20635707127.253773
Other,2022.2272727272727,20627987092.851723
Other,2022.2727272727273,20615869243.674946
Other,2022.3181818181818,20597395714.634174
Other,2022.3636363636363,20570450241.75373
Other,2022.409090909091,20533577166.21211
Other,2022.4545454545455,20487292166.95823
Other,2022.5,20435100000.0
Other,2022.5454545454545,20382907833.04177
Other,2022.590909090909,20336622833.78789
Other,2022.6363636363637,20299749758.24627
Other,2022.6818181818182,20272804285.365826
Other,2022.7272727272727,20254330756.325054
Other,2022.7727272727273,20242212907.148277
Other,2022.8181818181818,20234492872.746227
Other,2022.8636363636363,20229665722.685844
Other,2022.909090909091,20226682634.949158
Other,2022.9545454545455,20224852493.06393
Other,2023.0,20222000000.0
Other,2023.0454545454545,20218852352.210308
Other,2023.090909090909,20216832840.880833
Other,2023.1363636363637,20213541085.45483
Other,2023.1818181818182,20208214457.877636
Other,2023.2272727272727,20199695611.84459
Other,2023.2727272727273,20186323897.93601
Other,2023.3181818181818,20165938865.773
Other,2023.3636363636363,20136205276.15387
Other,2023.409090909091,20095516849.52969
Other,2023.4545454545455,20044442623.464233
Other,2023.5,19986850000.0
Other,2023.5454545454545,19929257376.535767
Other,2023.590909090909,19878183150.47031
Other,2023.6363636363637,19837494723.84613
Other,2023.6818181818182,19807761134.227
Other,2023.7272727272727,19787376102.06399
Other,2023.7727272727273,19774004388.15541
Other,2023.8181818181818,19765485542.122364
Other,2023.8636363636363,19760158914.54517
Other,2023.909090909091,19756867159.119167
Other,2023.9545454545455,19754847647.789692
Other,2024.0,19751700000.0
Radio,2012.0454545454545,16305426202.49601
Radio,2012.090909090909,16306662042.089085
Radio,2012.1363636363637,16308676431.22709
Radio,2012.1818181818182,16311936060.01024
Radio,2012.2272727272727,16317149166.300503
Radio,2012.2727272727273,16325331984.210114
Radio,2012.3181818181818,16337806600.957966
Radio,2012.3636363636363,16356002065.751469
Radio,2012.409090909091,16380901341.070284
Radio,2012.4545454545455,16412156204.480106
Radio,2012.5,16447400000.0
Radio,2012.5454545454545,16482643795.519894
Radio,2012.590909090909,16513898658.929716
Radio,2012.6363636363637,16538797934.248531
Radio,2012.6818181818182,16556993399.042034
Radio,2012.7272727272727,16569468015.789886
Radio,2012.7727272727273,16577650833.699497
Radio,2012.8181818181818,16582863939.98976
Radio,2012.8636363636363,16586123568.77291
Radio,2012.909090909091,16588137957.910915
Radio,2012.9545454545455,16589373797.50399
Radio,2013.0,16591300000.0
Radio,2013.0454545454545,16588450853.361532
Radio,2013.090909090909,16586622858.522156
Radio,2013.1363636363637,16583643270.419138
Radio,2013.1818181818182,16578821783.369148
Radio,2013.2272727272727,16571110805.78831
Radio,2013.2727272727273,16559007172.764957
Radio,2013.3181818181818,16540555316.095184
Radio,2013.3636363636363,16513641454.515635
Radio,2013.409090909091,16476811636.922792
Radio,2013.4545454545455,16430580937.29263
Radio,2013.5,16378450000.0
Radio,2013.5454545454545,16326319062.70737
Radio,2013.590909090909,16280088363.077208
Radio,2013.6363636363637,16243258545.484365
Radio,2013.6818181818182,16216344683.904816
Radio,2013.7272727272727,16197892827.235043
Radio,2013.7727272727273,16185789194.21169
Radio,2013.8181818181818,16178078216.630852
Radio,2013.8636363636363,16173256729.580862
Radio,2013.909090909091,16170277141.477844
Radio,2013.9545454545455,16168449146.638468
Radio,2014.0,16165600000.0
Radio,2014.0454545454545,16167073096.488436
Radio,2014.090909090909,16168018226.072994
Radio,2014.1363636363637,16169558764.812656
Radio,2014.1818181818182,16172051621.988373
Radio,2014.2272727272727,16176038434.686382
Radio,2014.2727272727273,16182296385.422676
Radio,2014.3181818181818,16191836563.137068
Radio,2014.3636363636363,16205751857.78978
Radio,2014.409090909091,16224794006.843536
Radio,2014.4545454545455,16248696701.202473
Radio,2014.5,16275650000.0
Radio,2014.5454545454545,16302603298.797527
Radio,2014.590909090909,16326505993.156464
Radio,2014.6363636363637,16345548142.21022
Radio,2014.6818181818182,16359463436.862932
Radio,2014.7272727272727,16369003614.577324
Radio,2014.7727272727273,16375261565.313618
Radio,2014.8181818181818,16379248378.011627
Radio,2014.8636363636363,16381741235.187344
Radio,2014.909090909091,16383281773.927006
Radio,2014.9545454545455,16384226903.511564
Radio,2015.0,16385700000.0
Radio,2015.0454545454545,16386831761.091297
Radio,2015.090909090909,16387557891.998833
Radio,2015.1363636363637,16388741468.10459
Radio,2015.1818181818182,16390656698.220055
Radio,2015.2272727272727,16393719715.154327
Radio,2015.2727272727273,16398527618.241592
Radio,2015.3181818181818,16405857214.11394
Radio,2015.3636363636363,16416548156.075655
Radio,2015.409090909091,16431177994.353666
Radio,2015.4545454545455,16449542127.093767
Radio,2015.5,16470250000.0
Radio,2015.5454545454545,16490957872.906233
Radio,2015.590909090909,16509322005.646334
Radio,2015.6363636363637,16523951843.924345
Radio,2015.6818181818182,16534642785.88606
Radio,2015.7272727272727,16541972381.758408
Radio,2015.7727272727273,16546780284.845673
Radio,2015.8181818181818,16549843301.779945
Radio,2015.8636363636363,16551758531.89541
Radio,2015.909090909091,16552942108.001167
Radio,2015.9545454545455,16553668238.908703
Radio,2016.0,16554800000.0
Radio,2016.0454545454545,16555852785.45039
Radio,2016.090909090909,16556528246.075792
Radio,2016.1363636363637,16557629230.827038
Radio,2016.1818181818182,16559410813.897188
Radio,2016.2272727272727,16562260089.850832
Radio,2016.2727272727273,16566732491.717342
Radio,2016.3181818181818,16573550619.634079
Radio,2016.3636363636363,16583495534.89474
Radio,2016.409090909091,16597104485.5815
Radio,2016.4545454545455,16614187147.201948
Radio,2016.5,16633450000.0
Radio,2016.5454545454545,16652712852.79805
Radio,2016.590909090909,16669795514.418499
Radio,2016.6363636363637,16683404465.105259
Radio,2016.6818181818182,16693349380.36592
Radio,2016.7272727272727,16700167508.282656
Radio,2016.7727272727273,16704639910.149166
Radio,2016.8181818181818,16707489186.10281
Radio,2016.8636363636363,16709270769.17296
Radio,2016.909090909091,16710371753.924206
Radio,2016.9545454545455,16711047214.549608
Radio,2017.0,16712099999.999998
Radio,2017.0454545454545,16707271777.34322
Radio,2017.090909090909,16704174019.586288
Radio,2017.1363636363637,16699124748.133345
Radio,2017.1818181818182,16690954156.73597
Radio,2017.2272727272727,16677886975.0897
Radio,2017.2727272727273,16657375908.932673
Radio,2017.3181818181818,16626107012.053244
Radio,2017.3636363636363,16580498227.126093
Radio,2017.409090909091,16518085658.623684
Radio,2017.4545454545455,16439742161.529016
Radio,2017.5,16351400000.0
Radio,2017.5454545454545,16263057838.470982
Radio,2017.590909090909,16184714341.376314
Radio,2017.6363636363637,16122301772.873905
Radio,2017.6818181818182,16076692987.946756
Radio,2017.7272727272727,16045424091.067326
Radio,2017.7727272727273,16024913024.910297
Radio,2017.8181818181818,16011845843.264029
Radio,2017.8636363636363,16003675251.866653
Radio,2017.909090909091,15998625980.41371
Radio,2017.9545454545455,15995528222.656778
Radio,2018.0,15990700000.0
Radio,2018.0454545454545,15993576587.327257
Radio,2018.090909090909,15995422187.942629
Radio,2018.1363636363637,15998430473.041706
Radio,2018.1818181818182,16003298396.776934
Radio,2018.2272727272727,16011083640.291718
Radio,2018.2727272727273,16023303845.77313
Radio,2018.3181818181818,16041933415.885107
Radio,2018.3636363636363,16069106490.131971
Radio,2018.409090909091,16106291022.904823
Radio,2018.4545454545455,16152966979.449444
Radio,2018.5,16205600000.0
Radio,2018.5454545454545,16258233020.550556
Radio,2018.590909090909,16304908977.095177
Radio,2018.6363636363637,16342093509.868029
Radio,2018.6818181818182,16369266584.114893
Radio,2018.7272727272727,16387896154.22687
Radio,2018.7727272727273,16400116359.708282
Radio,2018.8181818181818,16407901603.223066
Radio,2018.8636363636363,16412769526.958294
Radio,2018.909090909091,16415777812.057371
Radio,2018.9545454545455,16417623412.672743
Radio,2019.0,16420500000.0
Radio,2019.0454545454545,16391485821.958132
Radio,2019.090909090909,16372870505.002115
Radio,2019.1363636363637,16342527981.193336
Radio,2019.1818181818182,16293428548.469795
Radio,2019.2272727272727,16214904097.187931
Radio,2019.2727272727273,16091647203.789907
Radio,2019.3181818181818,15903743412.741919
Radio,2019.3636363636363,15629667111.747065
Radio,2019.409090909091,15254612044.218935
Radio,2019.4545454545455,14783823446.69316
Radio,2019.5,14252950000.0
Radio,2019.5454545454545,13722076553.306839
Radio,2019.590909090909,13251287955.781067
Radio,2019.6363636363637,12876232888.252935
Radio,2019.6818181818182,12602156587.258083
Radio,2019.7272727272727,12414252796.210093
Radio,2019.7727272727273,12290995902.812069
Radio,2019.8181818181818,12212471451.530205
Radio,2019.8636363636363,12163372018.806664
Radio,2019.909090909091,12133029494.997885
Radio,2019.9545454545455,12114414178.041866
Radio,2020.0,12085400000.0
Radio,2020.0454545454545,12079336946.34769
Radio,2020.090909090909,12075446928.670946
Radio,2020.1363636363637,12069106292.395342
Radio,2020.1818181818182,12058846050.162346
Radio,2020.2272727272727,12042436901.488441
Radio,2020.2727272727273,12016680074.718756
Radio,2020.3181818181818,11977414072.940165
Radio,2020.3636363636363,11920140717.983822
Radio,2020.409090909091,11841765966.380922
Radio,2020.4545454545455,11743385908.13576
Radio,2020.5,11632450000.0
Radio,2020.5454545454545,11521514091.86424
Radio,2020.590909090909,11423134033.619078
Radio,2020.6363636363637,11344759282.016178
Radio,2020.6818181818182,11287485927.059837
Radio,2020.7272727272727,11248219925.281244
Radio,2020.7727272727273,11222463098.511559
Radio,2020.8181818181818,11206053949.837654
Radio,2020.8636363636363,11195793707.604658
Radio,2020.909090909091,11189453071.329054
Radio,2020.9545454545455,11185563053.65231
Radio,2021.0,11179500000.0
Radio,2021.0454545454545,11178010840.669346
Radio,2021.090909090909,11177055405.264692
Radio,2021.1363636363637,11175498068.283434
Radio,2021.1818181818182,11172978028.657824
Radio,2021.2272727272727,11168947743.21799
Radio,2021.2727272727273,11162621554.945272
Radio,2021.3181818181818,11152977349.850079
Radio,2021.3636363636363,11138910320.953085
Radio,2021.409090909091,11119660533.745176
Radio,2021.4545454545455,11095497201.192413
Radio,2021.5,11068250000.0
Radio,2021.5454545454545,11041002798.807587
Radio,2021.590909090909,11016839466.254824
Radio,2021.6363636363637,10997589679.046915
Radio,2021.6818181818182,10983522650.149921
Radio,2021.7272727272727,10973878445.054728
Radio,2021.7727272727273,10967552256.78201
Radio,2021.8181818181818,10963521971.342176
Radio,2021.8636363636363,10961001931.716566
Radio,2021.909090909091,10959444594.735308
Radio,2021.9545454545455,10958489159.330654
Radio,2022.0,10957000000.0
Radio,2022.0454545454545,10955354897.242811
Radio,2022.090909090909,10954299409.5014
Radio,2022.1363636363637,10952578989.591318
Radio,2022.1818181818182,10949795053.681316
Radio,2022.2272727272727,10945342720.372953
Radio,2022.2727272727273,10938354059.350779
Radio,2022.3181818181818,10927699921.766964
Radio,2022.3636363636363,10912159806.248398
Radio,2022.409090909091,10890894198.627254
Radio,2022.4545454545455,10864200503.609415
Radio,2022.5,10834100000.0
Radio,2022.5454545454545,10803999496.390585
Radio,2022.590909090909,10777305801.372746
Radio,2022.6363636363637,10756040193.751602
Radio,2022.6818181818182,10740500078.233036
Radio,2022.7272727272727,10729845940.649221
Radio,2022.7727272727273,10722857279.627047
Radio,2022.8181818181818,10718404946.318684
Radio,2022.8636363636363,10715621010.408682
Radio,2022.909090909091,10713900590.4986
Radio,2022.9545454545455,10712845102.757189
Radio,2023.0,10711200000.0
Radio,2023.0454545454545,10709390253.110073
Radio,2023.090909090909,10708229130.712688
Radio,2023.1363636363637,10706336528.82625
Radio,2023.1818181818182,10703273972.804832
Radio,2023.2272727272727,10698376043.892786
Radio,2023.2727272727273,10690687948.122255
Radio,2023.3181818181818,10678967529.88522
Radio,2023.3636363636363,10661872138.36276
Radio,2023.409090909091,10638478239.661552
Radio,2023.4545454545455,10609113003.156982
Radio,2023.5,10576000000.0
Radio,2023.5454545454545,10542886996.843018
Radio,2023.590909090909,10513521760.338448
Radio,2023.6363636363637,10490127861.63724
Radio,2023.6818181818182,10473032470.11478
Radio,2023.7272727272727,10461312051.877745
Radio,2023.7727272727273,10453623956.107214
Radio,2023.8181818181818,10448726027.195168
Radio,2023.8636363636363,10445663471.17375
Radio,2023.909090909091,10443770869.287312
Radio,2023.9545454545455,10442609746.889927
Radio,2024.0,10440800000.0
TV,2012.0454545454545,60928057868.39591
TV,2012.090909090909,60936564034.656944
TV,2012.1363636363637,60950428883.3139
TV,2012.1818181818182,60972864597.89536
TV,2012.2272727272727,61008745912.177444
TV,2012.2727272727273,61065067468.804085
TV,2012.3181818181818,61150929068.23361
TV,2012.3636363636363,61276166720.10801
TV,2012.409090909091,61447546061.59182
TV,2012.4545454545455,61662670310.82224
TV,2012.5,61905250000.0
TV,2012.5454545454545,62147829689.17776
TV,2012.590909090909,62362953938.40818
TV,2012.6363636363637,62534333279.89199
TV,2012.6818181818182,62659570931.76639
TV,2012.7272727272727,62745432531.195915
TV,2012.7727272727273,62801754087.822556
TV,2012.8181818181818,62837635402.10464
TV,2012.8636363636363,62860071116.6861
TV,2012.909090909091,62873935965.343056
TV,2012.9545454545455,62882442131.60409
TV,2013.0,62895700000.0
TV,2013.0454545454545,62905779433.491974
TV,2013.090909090909,62912246335.60168
TV,2013.1363636363637,62922787232.20291
TV,2013.1818181818182,62939844219.51154
TV,2013.2272727272727,62967123365.00542
